"info-job__text","info-company__text","info-company-addon-type","info-tags__text","info-tags__text 2","info-tags__text 3","info-tags__text 4","info-description","text-highlight","info-othertags__text","info-othertags__text 2","info-othertags__text 4","info-othertags__text 5","last-processed-resume-at-text","date-container","actively-hiring-tag","text-highlight 6","last-cust-reply-text"
"AI Data Engineer(AI工程師)","統一資訊股份有限公司","電腦系統整合服務業","台北市內湖區","1年以上","大學","待遇面議","Drive the development and implementation of innovative AI solutions to revolutionize the retail industry. Collaborate with cross-functional teams to design, build, and deploy scalable AI models. Responsibilities include:
o Conducting in-depth research to identify new AI applications for retail.
o Developing end-to-end AI pipelines, from data ingestion, data analysis, data engineering, model development.
o Optimizing AI models for performance and scalability.
o Collaborating with business stakeholders to understand their needs and align AI solutions accordingly.","","年終獎金","節日獎金/禮品","分紅配股","新人假","3 小時前處理過履歷","4/30","積極徵才中","",""
"【外商】工程師 Data Engineer","烽泰科技有限公司","其他金融及輔助業","台北市大同區","經歷不拘","大學","待遇面議","丨此職務另有KPI獎金丨

【您需要做什麼？】
1.	大處理：高效處理和管理每天數百萬至數千萬筆的大，確保的完整性和準確性。
2.	流程設計與儲存：設計並實現高效的處理流程，優化存儲和檢索性能。
3.	可視化：利用","數據","外商公司","距捷運中山站約500公尺","節日獎金/禮品","津貼/補助","","4/28","","數據",""
"I3911 大/資料科學家","遠傳電信股份有限公司","電信相關業","台北市內湖區","3年以上","碩士","待遇面議","承接政府或企業之AI/大分析計畫或專案，協助政府或企業以輔助決策，除了專業分析技能外，對於分析結果解讀及應用尤為重要。
主要工作(包含但不限於):
1. 分析/資料探勘/分析與預測建模並提供洞察發現與結論建議
2. 協助業務進行專案規","數據","上市上櫃","距捷運港墘站約500公尺","節日獎金/禮品","津貼/補助","4 天內處理過履歷","4/30","積極徵才中","數據",""
"分析工程師","台郡科技股份有限公司(總公司)","印刷電路板製造業(PCB)","高雄市大寮區","1年以上","大學","待遇面議","1. 開發與維護分析相關的 Web 系統。協助智慧工廠推進、強化工程師資料探勘能力。
2. 與統計分析及 AI 團隊協作，整合 AI 模型與分析成果，透過各流程大分析提供經營層決策有效的資訊。
3. 擬定底層資料採集的對象與資料分析的","數據","節日獎金/禮品","津貼/補助","家庭日","員工旅遊","","5/02","積極徵才中","數據","4 天內聯絡過求職者"
"AI工具操作專員","創力美股份有限公司","網際網路相關業","雲林縣斗六市","經歷不拘","大學","月薪30,000~37,000元","，共同完成 AI 專案。
5.需有處理、資料管理與分析能力。
6.支援公司內部專案（如行銷、簡報、影像製作）中AI工具的導入與教學。
7.其他主管交辦事項。","數據","年終獎金","節日獎金/禮品","優於勞基法特休","生日假","","4/30","積極徵才中","","4 天內聯絡過求職者"
"J1000 【發展部】電商產品經理(搜尋/推薦系統)","富邦媒體科技股份有限公司(富邦momo)","百貨相關業","台北市內湖區","2年以上","大學","待遇面議","具備A/B測試辨識能力，能規劃實驗對照機制並進行深入洞察。
4.	透過分析成效，判斷產品優化方向。","數據","距捷運港墘站約420公尺","年終獎金","津貼/補助","子女教育獎助學金","5 天內處理過履歷","4/28","","",""
"【應用部】商業 Business Analyst｜消費理財事業","全曜財經資訊股份有限公司","電腦軟體服務業","新北市板橋區","3年以上","大學","月薪60,000元以上","科學化行銷運營經驗，
現正處於快速增長階段，創新APP超過200支，歡迎想投入APP創新應用服務的你加入！

【主要工作內容】
作為商業，你將得到資料工程師支援，專注在以消費者為本，為客戶提供解決方案；透過各視覺化工具，呈現清晰的資料","分析師","距捷運新埔站約400公尺","年終獎金","津貼/補助","家庭日","2 小時前處理過履歷","4/28","積極徵才中","",""
"【國泰集團】AI 工程師 AI Data Engineer","國泰健康管理顧問股份有限公司","其他醫療保健服務業","台北市大安區","3年以上","大學","待遇面議","【About Us】
國泰健康管理是台灣領先的AI驅動健康管理企業，透過億級健康及最先進的科學技術，重新定義AI時代的健康管理模式。我們結合人工智慧、預防醫學與精準健康科技，打造 個人化健康守護方案，讓「健康管理」從 被動治療蛻變為主動預","數據","距捷運六張犁站約450公尺","年終獎金","津貼/補助","不扣薪病/事假","3 天內處理過履歷","4/30","","",""
"軟體專案經理、產品管理師、產品經理_GenApe生成猿（軟體PM）","玩構網路科技有限公司","其它軟體及網路相關業","高雄市楠梓區","1年以上","大學","月薪45,000~65,000元","業務、用戶的經驗
◼︎ 適應新創公司極為快速的工作步調、抗壓性
◼︎ 具問題分析能力，能從眾多或訊息中，看出癥結點及使用者需求

【公司福利】
1、符合勞健保，假勤優於勞基法
2、見紅就休，服務滿一年有彈休
3、外縣市租屋補貼最高6個月
4、不","數據","年終獎金","分紅配股","部門聚餐","","","4/28","積極徵才中","","2 天內聯絡過求職者"
"D171 通路績效分析人員(可部分遠端工作)","台灣大哥大股份有限公司","電信相關業","台北市信義區","經歷不拘","學歷不拘","月薪34,000~53,000元","1. 通路銷售管理與通路績效制度規劃
2. 通路KPI設定與達成追蹤
3. 通路獎佣金設計與管理
4. 通路銷售管理指標統與統計分析
5. 新合作通路專案規劃與執行

【薪資待遇】月薪34,000元~53,000元，依績效另有豐厚年終獎金與員工紅利。","","上市上櫃","遠端工作","節日獎金/禮品","津貼/補助","","5/02","","",""
"【2025校園徵才】AI資料科學-分析/AI賦能 (數數發中心,DDT)_I00020336","國泰世華商業銀行股份有限公司","銀行業","台北市信義區","經歷不拘","學歷不拘","待遇面議","【職務說明 What will you do】
1. 生成式AI、機器學習、深度學習或統計分析模型專案開發。
2. 配合技術發展目標，研究與實作可落地應用之新型態模型技術，包含大語言模型(LLM)、機器學習(ML)、深度學習(DL)等。","數據","年終獎金","節日獎金/禮品","員工旅遊","社團活動","2 天內處理過履歷","4/29","積極徵才中","",""
"業務統計與資訊管理研究員(總會業務處)","財團法人法律扶助基金會","法律服務業","台北市大安區","2年以上","大學","月薪31,413~62,160元","1. 本會例行性業務統計與視覺化分析 
2. 為本會政策與業務流程研擬不定期進行資料清理與分析
3. 建置本會業務統計相關資料架構與政策
4. 與本處業管人員與其他處室溝通協調，回應或解決資料與統計相關實務問題
5. 協助本處業務相關之資訊系","數據","距捷運古亭站約410公尺","年終獎金","優於勞基法特休","不扣薪病/事假","","4/21","","","4 天內聯絡過求職者"
"商業 Business Analyst","10/10 GROUP | 10/10 APOTHECARY · 10/10 HOPE · 10X _客林國際股份有限公司","藥品／化妝品及清潔用品零售業","台北市中山區","2年以上","大學","待遇面議","• 與內部團隊 (業務、行銷、營運) 密切合作，理解需求並推動驅動決策。
• 依據營運需求，收集、清理並分析，建立模型。
• 針對銷售及營運進行追蹤分析，提供具洞察力的報告與建議。
• 運用 Power BI 進行視覺化，設計","數據","距捷運南京復興站約500公尺","年終獎金","津貼/補助","不用補班","","4/23","積極徵才中","數據","2 天內聯絡過求職者"
"【KD科定】商業智慧《另享年終績效與季度分紅獎金唷》","KD_科定企業股份有限公司","木竹製品製造業","新北市新莊區","2年以上","大學","月薪50,000~100,000元","【加入科定企業，一同打造環保健康的新未來！】

我們正在尋找一位對分析與商業智慧充滿熱情的專業人士，加入我們的團隊。您將肩負設計與開發 BI 儀表板的重要角色，透過分析為企業決策提供深具影響力的支持，共同推動組織的成長與成功。

★我們是","數據","上市上櫃","距捷運新北產業園區站約460公尺","節日獎金/禮品","津貼/補助","6 天內處理過履歷","4/28","積極徵才中","",""
"Junior Research Analyst","MMA PAN ASIA FUND_美商恩暐有限公司","其他金融及輔助業","台北市中正區","1年以上","專科","月薪50,000~80,000元","Junior analyst based in Asia covering technology stocks
- advanced excel modeling skills
- fluent in English and mandarin
- good communication skills with portfolio manager 
- open minded and willingness to adapt to fast changing environment.


*Please provide English resume when you apply this position.*

This position requires on-site work only. Please ensure you are able to attend the interview in person.(僅有實體面試，且此職位非遠距，請確保您能配合再投遞履歷)","","距捷運古亭站約480公尺","免費下午茶","","","2 天內處理過履歷","4/29","積極徵才中","",""
"技術經理-ETL【聯想感】","股感資訊股份有限公司","網際網路相關業","台北市松山區","2年以上","大學","月薪60,000元以上","主要職責：
- 掌握與釐清客戶需求、定義 ETL 規格、定義資料模型，確認規格。
- 直接面對企業客戶並給予專業的解釋和回應。
- 安排跨部門開發協調和技術會議。

專案管理能力：
- 熟悉 ETL 環境建置、ETL 部署等流程。
- 熟","數據","距捷運中山國中站約500公尺","津貼/補助","生日假","彈性上下班","","4/30","積極徵才中","","2 天內聯絡過求職者"
"廣告優化助理 - Digital Ads Optimization Assistant","關鍵數位行銷股份有限公司","廣告行銷公關業","台北市南港區","經歷不拘","大學","月薪30,000元以上","MMdc 數位投資中心，是以用戶與為核心的商務發展團隊。歡迎你帶著一路奔向廣告優化的目標與熱情，與 MMdc 百分之百的參與每一天的挑戰，一起協同客戶成長。

Google/Meta/Bing/Line/Native等廣告帳戶事宜協助:","數據","距捷運後山埤站約210公尺","年終獎金","津貼/補助","分紅配股","","2/17","","",""
"AD30070 服務系統","華碩電腦股份有限公司","電腦及其週邊設備製造業","台北市北投區","2年以上","大學","月薪30,000元以上","1.負責撰寫系統規格書，並與開發單位、用戶端進行專案過程中必要之溝通協調工作，並擔任區域聯絡窗口，協助前線根據業務需求，提供咨詢、回應，提供、驗證IT解決方案
2.負責進行資料分析、判讀、模擬，分析較佳系統設計規劃方向，並執行申請資料審核、系統資料維護作業
3.執行系統導入、協助教育訓練。","","上市上櫃","年終獎金","津貼/補助","分紅配股","4 天內處理過履歷","3/24","","",""
"【風管板塊】初階消金授信政策專業人員_I00014475","國泰世華商業銀行股份有限公司","銀行業","台北市信義區","經歷不拘","大學","月薪38,000元以上","1.執行消金各產品資產品質分析、客群特性分析、收益/風險分析，以監控資產品質變化
2.增修消費金融各產品之徵授信相關規章，建立一致性標準，以符合授信政策及政府法規","","年終獎金","節日獎金/禮品","員工旅遊","社團活動","2 天內處理過履歷","4/29","積極徵才中","",""
"資深資料工程師（Senior Data Engineer）","盛旭全球股份有限公司","其他紡織業","新北市板橋區","3年以上","專科","待遇面議","我們正在尋找一位具備大處理實務經驗的資深資料工程師，協助設計並優化企業內部資料處理流程與雲端架構，確保資料流穩定性、可擴展性與安全性，支援產品與分析模型運作。
• 實作並優化大處理流程（批次/串流）
 • Spark/PySpark、","數據","距捷運亞東醫院站約410公尺","年終獎金","津貼/補助","停車位","5 天內處理過履歷","4/29","","數據",""
"南區系統維運工程師/主管","德睿旭科技有限公司","光電產業","台南市新市區","經歷不拘","學歷不拘","月薪30,000~70,000元","1.電廠日常巡檢、優化與維護。
2.電廠系統異常排除與分析。
3.電廠維運紀錄。
4.電廠系統性能分析與監管。","數據","年終獎金","節日獎金/禮品","分紅配股","租房補助","6 天內處理過履歷","4/28","","",""
"總部 ❘","易可思科技股份有限公司","網際網路相關業","台北市中山區","經歷不拘","大學","待遇面議","University of Southern California、Columbia University、台灣大學等。官網：https://www.ecostek.com/


【工作內容】
1. 規劃與管理廣告活動，制定廣告策略。
2. 分析與成效，","數據","遠端工作","距捷運松江南京站約320公尺","節日獎金/禮品","津貼/補助","","4/24","積極徵才中","","4 天內聯絡過求職者"
"資深商業 Business Analyst - 技術發展(數數發中心, DDT)_I00016459","國泰金控_國泰金融控股股份有限公司","金融控股業","台北市信義區","經歷不拘","大學","待遇面議","我們技術發展小組（Data Science & Technology）正在尋找一位具有投資經驗，且熟悉法人投資流程亦或是投資交易系統的商業（Business Analyst），協助將團隊研發的 AI 量化投資模型及投資相關的技術導入至商","數據","上市上櫃","年終獎金","津貼/補助","分紅配股","","4/30","","",""
"數位先鋒｜系統SA暨全端開發高手Full Stack【打造龍星智能營運系統】","龍星企業股份有限公司","綜合商品批發代理業","台北市南港區","5年以上","大學","待遇面議","司核心業務的創新與增長。
若您渴望在跨國、多元化環境中發揮所長，並且在充滿挑戰的數位轉型之路上創造改變，這是您的舞台！

【職位概述】
我們正在尋找一位有志於AI及數位化領域的系統暨全端開發高手
您將成為龍星數位應用發展的核心人物！
您將發揮","分析師","距捷運昆陽站約500公尺","年終獎金","子女教育獎助學金","員工旅遊","4 天內處理過履歷","4/30","","",""
"資料科學家","上洋產業股份有限公司","家庭電器／設備及用品批發業","新北市五股區","3年以上","大學","月薪50,000元以上","數位轉型和資料科學是提升上洋營運效率與決策效益的關鍵，我們正在尋找一位對數位轉型充滿熱情並具備資料科學專業知識的合作夥伴。
此角色必須主動和各部門緊密協作，了解業務需求，透過收集、分析與可視化，解決商業挑戰，推動業務增長並提升運營效率。

1","數據","年終獎金","節日獎金/禮品","分紅配股","交通車","1 天內處理過履歷","5/02","","",""
"財模分析人員【無經驗可，歡迎財稅相關科系新鮮人投遞履歷】","雲豹能源科技股份有限公司","熱能供應業","台北市內湖區","經歷不拘","大學","待遇面議","1. 再生能源財務模型設計與檢核
2. 再生能源投資標的可行性評估與執行推進
3. 追蹤各專案成效分析、資料蒐集整理
4. 追蹤各類簽約文件、合約或標案資料
5. 其他主管交辦事項","數據","距捷運西湖站約190公尺","年終獎金","津貼/補助","分紅配股","","4/29","積極徵才中","","2 天內聯絡過求職者"
"專案管理師A(產業分析管理師)","台塑新智能科技股份有限公司","消費性電子產品製造業","台北市內湖區","經歷不拘","大學","待遇面議","1.蒐集新能源產業全球市場訊息，分析産業趨勢
2.針對各類新能源產業趨勢發展，規劃發展服務模式
3.針對各類新能源產業趨勢擬定技術開發方向及開發模式
4.針對新能源產業鏈尋找合作夥伴
5.潛在合作對象合作方式擬定及財務分析
6.訂定年度各項專案及制度推動目標
7.主管交辦事項推動與管理

工作地點：台北內湖","","年終獎金","節日獎金/禮品","交通補助","部門聚餐","5 天內處理過履歷","4/30","積極徵才中","",""
"Product Analyst 產品 / Product Management 產品管理部","新加坡商蝦皮娛樂電商有限公司台灣分公司","多媒體傳播相關業","台北市信義區","經歷不拘","大學","待遇面議","● As a Product Analyst within our product management team, you will be crucial in driving data-informed decision-making.
● Be responsible for analyzing key product and business performance metrics, conducting user research to assess the impact of proposed features, and gathering data to validate their importance.
● Generate valuable insights from user research and competitive analysis to assist PMs in initiating new feature requests or improvements aligned with business objectives.
● Partner with the Machine Learning Engineer to analyze data patterns and facilitate model development.","","外商公司","距捷運市政府站約340公尺","津貼/補助","優於勞基法特休","","4/28","積極徵才中","","4 天內聯絡過求職者"
"營運部-系統設計與維護規劃師","王品餐飲股份有限公司","餐館業","台中市西區","2年以上","專科","月薪38,000~45,000元","王品集團 誠徵【營運部-系統設計與維護規劃師】
工作內容：
1.報表製作、統計和分析業務:需熟悉Excel函數功能(Ex,
Vlookup、Sumif、樞紐....等)
2.進行系統設計、測試管理和系統流程優化
3.專案規劃與執行","數據","年終獎金","節日獎金/禮品","優於勞基法特休","子女教育獎助學金","","4/28","","",""
"Analyst / Consultant – Deloitte Actuarial and Insurance Solutions – T&T – Taipei","DELOITTE CONSULTING_勤業眾信管理顧問股份有限公司","工商顧問服務業","台北市信義區","經歷不拘","大學","待遇面議","【Join Deloitte Consulting】

Year after year, the most influential market analysts endorsed Deloitte Consulting as owning the intersection of business and technology.

Deloitte Consulting is the world's largest management consulting practice. In global, we have over 121,800 professionals spreading in over 100 countries/locations with $19.8 billion revenue.

Deloitte Consulting is ranked No.1 in global consulting marketplace by revenue by Kennedy, a leading publisher of consulting marketplace analysis products.
Deloitte ranked No.1 in Consulting by Gartner.

【Actuarial & Insurance】

The actuarial function is a core component of any insurance operation. Retirement benefit is also typically part of an essential package of employee benefits. In these areas, actuarial capability is required. Actuaries also expand their quantitative skills into the advanced data analytics to provide insights into underwriting, claims management, risk management and human resources management.

【Work you will do】

→ Working with other staff and managers to efficiently deliver high quality projects. There are opportunities to be staffed on a large variety of projects including but not limited to:

– Product and market entry strategy
– Asset-Liability model development and review
– Customer and distribution model revamp
– International Financial Reporting Standard (IFRS) 17 implementation
– Advisory of risk-based capital regime
– Actuarial model development and review
– Data analytics
– Merger and acquisition
– Risk management consulting
– Regulatory consulting
– Reserve and Embedded Value calculation and review
– Actuarial audit on the financial statements of insurance companies or pension schemes of employers

→ Working with our professionals in different geographical locations across the Asia Pacific region including China, Korea, Japan, Australia and other South East Asian countries
→ Providing assistance on internal research, marketing and product development
→ Collaborating with professionals in the Deloitte network","","距捷運象山站約280公尺","年終獎金","優於勞基法特休","生日假","6 天內處理過履歷","4/28","","",""
"U－供應商（B2B）（新竹）","緯創軟體股份有限公司","電腦軟體服務業","新竹市","1年以上","專科","待遇面議","1. 協助工程及業務資料交換導入(含: 生產資料品質檢核/程式腳本檢核/供應商資料連線基礎架構確認)。
2. 與工程及業務資料需求分析（含: 需求確認/分析資料問題）並傳達給海外開發團隊。
3. 利用英語溝通技巧分析與解決或是增進供應商流程、解決生產資料品質問題與確保供應商的資料規格符合需求。
4. 需提供全球團隊(工程/業務)營運支援。","","年終獎金","節日獎金/禮品","不用補班","彈性上下班","","4/28","積極徵才中","","6 天內聯絡過求職者"
"分析顧問(  Consultant)(擴編招募中)","騰雲科技服務股份有限公司","網際網路相關業","新北市汐止區","2年以上","專科","待遇面議","✅ 公司簡介
1.AI軟體商騰雲科技(股票代號6870) 是台灣實體場域業者數位轉型解決方案龍頭，其雲端化AI方案結合、算法、算力等軟體研發核心及軟硬整合技術，提供多元化解決方案，建構跨國OMO解決方案生態，鎖定整合百貨商場與零售通路客流、商","數據","上市上櫃","年終獎金","津貼/補助","彈性上下班","","4/30","","","5 天內聯絡過求職者"
"【凱基金控】資料科學 Data Scientist","凱基金融控股股份有限公司|凱基證券|凱基銀行|中華開發資本|凱基投信","金融控股業","台北市松山區","3年以上","大學","待遇面議","透過機器學習技術，協助公司將龐大且多元的資產轉化為有價值的洞察與決策依據，支持業務創新與營運效率提升
1. 機器學習建模，協助推動業務目標，協助部署模型
2. 分析洞察，分析多源，找尋趨勢與洞察，給予業務發展建議
3. 與子公司相關單","數據","上市上櫃","年終獎金","優於勞基法特休","生日假","","4/15","","數據",""
"(Assistant) Data Analytics Manager (1-year contract)","香奈兒有限公司","百貨相關業","台北市信義區","5年以上","大學","待遇面議","Lead local market specific data analytics projects:  

Perform deep CRM analysis with the support on TW market incl. client analysis, purchase path, omni-channel journeys (offline and e-commerce), digital campaign effectiveness, etc 

acts as the local data lead on building the data strategy of local projects in partnership with the FSN and WFJ client intelligence managers. 

Connect the dots across different touchpoints and blends with agility 1st and 3rd party data, look-a-like audiences, contribute to design cookie-based journeys for anonymous clients, detect new activations opportunities 

Translate analysis into concise, compelling storylines for business stakeholders 

Interpret learnings with pragmatism and translate them into clear business opportunities and actions:  

Deliver deep insights with the appropriate analytics methodologies and techniques, enroll the regional and market teams and lead the integration of the insights in CHANEL systems 

Capable of simplifying complex data into simple messages. 

Work closely with the APA Data Signature proam  (DSP) team to ensure 100% consistency between local data deliveries and regional guidelines 

eCommerce site / Omni-channel touch points:  

Lead digital shelf analysis and generate actionable insights to optimize eCom and eMarketing operations (e.g., media, SEO/SEM, content, stock availability, funnel conversions, CLV, next best action etc.)  

Perform attribution analysis on the role of eCom as part omni-channel journey across awareness, recuitment, retention and reactivation  

Coach business stakeholder on the use of web analytical tools (e.g., Google analytics)   

Local Touchpoint Data Integration 

Develop and Maintain Data Pipelines: Design, construct, and maintain data pipelines to integrate data from local touchpoint (Line App) 

Data Integration: Work with Business team and IT team to ensure the integration of fragmented customer information to build comprehensive profiles for business decisions. 

Automated Reporting and Dashboard Development 

Collaboration and Support: Work closely with cross-functional teams, including IT, marketing, and operations, to understand their data needs and provide tailored solutions. Provide training and support to end-users on how to effectively use dashboards and reports, ensuring they can leverage the tools for their needs. 

Automated Visualization Development: Design, build, and maintain interactive dashboards that visualize key metrics and performance indicators, ensuring they are user-friendly and accessible to stakeholders. 

ETL Pipeline Development: Design, implement, and maintain ETL (Extract, Transform, Load) pipelines to ensure efficient and accurate data integration from various sources into the data warehouse. 

 

Help stakeholders use analytics to define goals/KPIs and monitor performance to identify trends and opportunities 

Participate in the Datalab (APAC data lake and single source of truth for data) discussions for TWN market and develop conjointly with the BI team, analytical / reporting capabilities based on the business needs 

Partner with The DSP - data science manager and local IT in implementing client algorithm such as segmentations, client tagging and predictive scoring in our clienteling tools and potentially e-commerce platforms. 

Uncover, pilot and recommend omni-channel client journeys and/or personalization based on data and in collaboration with local marketing teams and Digital Service Manager 

Act as a key stakeholder in advocating / guiding / coaching local business stakeholders to make data driven decisions in day-to-day operations  

Ensure data privacy by design on new local project, is always on top of data privacy regulations in his own market. Conscious of data security requirements from potential root causes to consequences.","","外商公司","距捷運象山站約280公尺","津貼/補助","員工優惠","6 天內處理過履歷","4/25","","",""
"<Billing>Data Engineer | CBU_10_02","伊雲谷數位科技股份有限公司","網際網路相關業","新北市三重區","1年以上","大學","待遇面議","Handling, etc.)

[Preferred Qualifications]
1.	熟悉使用版控工具
2.	熟悉基於雲端服務 (AWS/Azure/GCP)之解決方案
3.	熟悉資料分析與批量處理、BI解決方案
4.	熟悉其他程式語言","數據","距捷運三和國中站約120公尺","節日獎金/禮品","彈性上下班","免費下午茶","","4/30","","","2 天內聯絡過求職者"
"資深系統 ※ 月薪5萬元以上","鼎泰豐小吃店股份有限公司","餐館業","新北市中和區","5年以上","大學","月薪50,000元以上","【工作內容】
1. 配合公司業務需求，系統分析與分析的需求規劃，並撰寫相關開發文件（如需求規格書、流程圖、Wireframe 等）。
2. 進行數位化軟體開發的管理，包括需求分析、軟體品質控管、測試驗收、上版、問題追蹤，確保任務順利交付。
3","數據","距捷運中原站約320公尺","年終獎金","津貼/補助","分紅配股","","4/28","","","4 天內聯絡過求職者"
"Clinical Data Scientist I","美商賽美斯醫學科技有限公司","其他醫療保健服務業","台北市中山區","經歷不拘","大學","待遇面議","▌Position Description:
We are seeking a skilled and motivated R Programmer to join our dynamic team focused on clinical trials. The successful candidate will play a key role in the development, validation, and analysis of R codes and packages tailored for clinical trial data. This position requires a strong background in statistical programming, data manipulation, and a proactive approach to problem-solving.

▌Key Responsibilities:
1. Code Development: 
    ▪ Actively participate in the development of R codes and packages specifically designed for clinical trials.

2. Validation: 
    ▪ Perform thorough validation of codes and analyses to ensure accuracy, reliability, and compliance with regulatory standards.

3. Programming Expertise: 
    ▪ Independently design, develop, and debug R programs ranging from simple to complex within defined project timelines.

4. Statistical Analysis: 
    ▪ Independently implement statistical analysis, data preparation, and data manipulation using R programs and packages.

5. Report Generation: 
    ▪ Independently create statistical tables, figures, and listings in R for clinical trial data, contributing to the production of high-quality reports.

6. Documentation: 
    ▪ Create and maintain comprehensive documentation for R programs, validation procedures, and results to facilitate transparency and reproducibility.

7. Collaboration: 
    ▪ Collaborate with cross-functional teams, providing programming support and expertise as needed.

8. Project Assistance: 
    ▪ Assist in the preparation of clinical/RWE study reports, manuscripts, and other scientific documents under the guidance of senior team members.

9. Adaptability: 
    ▪ Perform additional tasks as assigned, demonstrating flexibility and a proactive approach to evolving project needs.

▌Qualificaions:
•	Advanced knowledge of R programming
•	Strong understanding of biostatistical principles
•	Highly detail oriented, results driven
•	Good organizational, interpersonal, leadership and communication skills
•	Ability to independently manage multiple tasks and projects
•	Minimum BS (MS preferred) in Data Sciences, Statistics, Mathematics, Computer Sciences or related field.
•	1+ years of experience in data sciences or research or drug industry using R.
•	Experiences in R-shiny, SAS, Python, clinical trials are plus.
•	Good documentation, communication and organization skills.","","距捷運行天宮站約90公尺","年終獎金","","","","4/30","積極徵才中","","2 天內聯絡過求職者"
"資料分析及Power Platform 實習生","美商METEOR台灣分公司_東育實業股份有限公司","光電產業","桃園市桃園區","經歷不拘","專科","時薪230~280元","力
- 時薪制：230-280元
- 彈性工作時間
- 定期部門聚餐、不定期下午茶點

#職涯發展可能性
待基本職務駕輕就熟經主管考核後，可於公司內轉任其他職務如下:
- 資料開發工程師
-","數據分析師","外商公司","津貼/補助","交通補助","停車位","","4/28","積極徵才中","","2 天內聯絡過求職者"
"JC0320-市場研究資深管理師","啟碁科技股份有限公司","通訊機械器材相關業","新竹縣寶山鄉","1年以上","碩士","待遇面議","1. 研究網通/車用/AI伺服器市場趨勢
2. 撰寫報告，根據內部需求提供產業分析
3. 使用Power BI, Tableau, Python等工具協助數位轉型
4. 具基本市場及財務分析基礎者佳
5.能長時間閱讀中英文產業報告，並針對相關資訊分析，提出個人專業看法者佳","","上市上櫃","年終獎金","津貼/補助","分紅配股","16 小時前處理過履歷","4/25","積極徵才中","",""
"軟體工程師、系統、網路管理工程師","社團法人中華民國會計師公會全國聯合會","會計服務業","台北市中正區","經歷不拘","大學","待遇面議","1. 公會E化系統專案規劃與上線維運等工作
2. 管理專案工作進度與品質，與系統商以及同仁溝通 
3. 協助相關行政作業支援等工作
4. 專案問題處理","","距捷運小南門站約480公尺","津貼/補助","團體保險","","5 天內處理過履歷","4/28","","",""
"C-  企業數位平台(網銀/行動銀行)規劃 (台北市/本國銀行)","萬豐人力資源管理顧問有限公司","人力仲介代徵","台北市松山區","3年以上","大學","待遇面議","1.	負責企業數位平台（網銀／行銀）整體營運規劃，提升平台效能與用戶體驗
2.	評估並導入新工具、新流程，以優化開發效率並排除系統瓶頸
3.	制定平台品牌行銷策略，透過公關活動與媒體操作提升市場能見度
4.	執行數位廣告、自媒體操作等行銷活動，根據成效動態調整預算分配，協助達成營運目標","","年終獎金","節日獎金/禮品","員工旅遊","部門聚餐","4 天內處理過履歷","4/28","積極徵才中","",""
"Marketing Specialist- Data Analytics","威盛電子股份有限公司","IC設計相關業","新北市新店區","3年以上","大學","待遇面議","We are seeking a skilled and experienced Data Analyst (Marketing) with 3-5 years of expertise in data analysis and marketing analytics. The ideal candidate will be responsible for collecting, cleaning, analyzing, and visualizing marketing data to provide actionable insights that drive marketing strategies. This role requires close collaboration with the Marketing Director and other cross-functional teams, and the ability to clearly communicate complex findings to stakeholders. 

- Data Collection and Preparation: Proficiently gather data from diverse sources including Google Analytics, CRM systems, and marketing automation platforms. Prepare and integrate data for analysis using tools such as Excel and SQL. 

- Data Cleaning and Transformation: Identify and address complex data quality issues. Use advanced Excel or SQL techniques to clean, transform, and prepare data for thorough analysis. 

- Exploratory Data Analysis (EDA): Utilize statistical techniques to perform in-depth analysis in Excel, R, or Python. Uncover trends, patterns, and correlations that can inform marketing strategies. 

- Data Visualization: Create visually compelling and insightful dashboards, charts, and reports using Power BI or Tableau to communicate findings to stakeholders in a clear and actionable manner. 

- Documentation: Maintain meticulous and comprehensive documentation of data analysis processes, methodologies, and outcomes for future reference and reproducibility. 

- Collaboration: Work closely with the Marketing Director and cross-functional teams to understand business objectives, provide actionable insights, and support data-driven marketing decisions. Use tools such as Teams and Asana for communication and project management.","","上市上櫃","年終獎金","津貼/補助","不用補班","1 天內處理過履歷","4/30","積極徵才中","",""
"【AI研究院】輕量化AI模型研發工程師","資策會_財團法人資訊工業策進會","電腦軟體服務業","台南市歸仁區","1年以上","大學","待遇面議","MobileNet、TinyML框架)應用於真實場景。

3. 資料處理與準備：
分析與處理訓練資料，確保資料質量與模型準確性。
進行增強與資料標註，以適應不同應用需求。

4. 系統整合與部署：
將輕量化模型整合到實際應用系統，實現快速響應和穩定運行。","數據","津貼/補助","員工旅遊","團體保險","健康檢查","","4/28","","","5 天內聯絡過求職者"
"Sr. BackendEngineer 後端工程師(數位事業處數位營業部)","康軒文教事業股份有限公司","書籍出版業","新北市新店區","經歷不拘","大學","待遇面議","1.	與產品部門充分溝通、了解產品需求，並完成開發文件 
2.	後端功能API開發 
3.	資料庫設計及優化 
4.	參與架構設計以及性能優化 
5.	維護、優化產品運作，鼓勵提出產品優化方向與技術問題討論 
6.	撰寫清楚且易於了解的 API 文件","","年終獎金","節日獎金/禮品","分紅配股","交通車","5 天內處理過履歷","4/24","","",""
